,review,rating,Positive,Negative,Neutral,Output,Character Counts,Word Counts
4083,superb shuttl,5,0.804,0.0,0.196,Happy,13,2
4084,nice,5,1.0,0.0,0.0,Happy,4,1
4085,nice,4,1.0,0.0,0.0,Unhappy,4,1
4086,good enough play,5,0.841,0.0,0.159,Happy,16,3
4087,ok,5,1.0,0.0,0.0,Happy,2,1
4088,nice product,5,0.737,0.0,0.263,Happy,12,2
4089,nyc one,5,0.0,0.0,1.0,Happy,7,2
4090,good,4,1.0,0.0,0.0,Unhappy,4,1
4091,yonex  r use sinc   yrs good qualiti better price open market shopsbett select slow play outdoor shuttl,5,0.387,0.0,0.613,Happy,103,17
4092,nice,4,1.0,0.0,0.0,Unhappy,4,1
4093,super cheap rate,5,0.661,0.0,0.339,Happy,16,3
4094,know durabilityno need mention go,4,0.0,0.0,1.0,Unhappy,33,5
4095,happi got reason price hope get product price,5,0.293,0.0,0.707,Happy,45,8
4096,nice,4,1.0,0.0,0.0,Unhappy,4,1
4097,good time deliv thank  flipkart,5,0.643,0.0,0.357,Happy,31,5
4098,awesom,5,0.0,0.0,1.0,Happy,6,1
4099,super,5,1.0,0.0,0.0,Happy,5,1
4100,good,5,1.0,0.0,0.0,Happy,4,1
4101,goid,3,0.0,0.0,1.0,Unhappy,4,1
4102,genuin product thank flipkart,5,0.455,0.0,0.545,Happy,29,4
4103,nice,3,1.0,0.0,0.0,Unhappy,4,1
4104,nyc,5,0.0,0.0,1.0,Happy,3,1
4105,best qualiti high price,4,0.583,0.0,0.417,Unhappy,23,4
4106,good,5,1.0,0.0,0.0,Happy,4,1
4107,good,5,1.0,0.0,0.0,Happy,4,1
4108,super,4,1.0,0.0,0.0,Unhappy,5,1
4109,best shuttl,5,0.808,0.0,0.192,Happy,11,2
4110,good product,5,0.744,0.0,0.256,Happy,12,2
4111,maximum  day,4,0.0,0.0,1.0,Unhappy,12,2
4112,nice,5,1.0,0.0,0.0,Happy,4,1
4113,nice product use  year,5,0.483,0.0,0.517,Happy,22,4
4114,best qualiti,5,0.808,0.0,0.192,Happy,12,2
4115,great product durabl light weight,5,0.506,0.0,0.494,Happy,33,5
4116,qualiti shuttl speedi deliveri flipkart,5,0.0,0.0,1.0,Happy,39,5
4117,deliveri done super fast price keep increas regular worrisom,3,0.328,0.0,0.672,Unhappy,60,9
4118,nice product feather top most damag,4,0.535,0.0,0.465,Unhappy,35,6
4119,good beginn time pass player fli slow  want play fast game pick faster one   qualiti realli good  come  hour play bought  bit high slow version,5,0.373,0.0,0.627,Happy,143,25
4120,nice,5,1.0,0.0,0.0,Happy,4,1
4121,nice,4,1.0,0.0,0.0,Unhappy,4,1
4122,vnice,5,0.0,0.0,1.0,Happy,5,1
4123,nice,5,1.0,0.0,0.0,Happy,4,1
4124,super,5,1.0,0.0,0.0,Happy,5,1
4125,realli fantast ,5,0.0,0.0,1.0,Happy,15,2
4126,everi purchas rate increas product quqliti good,1,0.326,0.0,0.674,Unhappy,47,7
4127,product qualiti good,3,0.592,0.0,0.408,Unhappy,20,3
4128,good,5,1.0,0.0,0.0,Happy,4,1
4129,wast shuttl old wet shuttl sell type old useless product sorri say next time sell good product,1,0.14,0.135,0.725,Unhappy,94,17
4130,good product cost,3,0.592,0.0,0.408,Unhappy,17,3
4131,shuttlecock faster indoor court,4,0.0,0.0,1.0,Unhappy,31,4
4132,premium shuttl  longlast,5,0.0,0.0,1.0,Happy,24,3
4133,good,3,1.0,0.0,0.0,Unhappy,4,1
4134,qualiti good,3,0.744,0.0,0.256,Unhappy,12,2
4135,good qualiti,4,0.744,0.0,0.256,Unhappy,12,2
4136,good,5,1.0,0.0,0.0,Happy,4,1
4137,product good,1,0.744,0.0,0.256,Unhappy,12,2
4138,super,5,1.0,0.0,0.0,Happy,5,1
4139,good,4,1.0,0.0,0.0,Unhappy,4,1
4140,best shuttl market one near yonex,5,0.457,0.0,0.543,Happy,33,6
4141,rate cost compar regular priceit help reduc price,4,0.278,0.0,0.722,Unhappy,49,8
4142,awesom product,5,0.0,0.0,1.0,Happy,14,2
4143,good product,4,0.744,0.0,0.256,Unhappy,12,2
4144,fabul work flipkartgreat product great packinglot appreci flipkart,5,0.369,0.0,0.631,Happy,66,8
4145,super,5,1.0,0.0,0.0,Happy,5,1
4146,nice,5,1.0,0.0,0.0,Happy,4,1
4147,thank flipkart saler super qualiti low price,5,0.512,0.168,0.32,Happy,44,7
4148,wonder,5,0.0,0.0,1.0,Happy,6,1
4149,super,5,1.0,0.0,0.0,Happy,5,1
4150,excel purchas,5,0.75,0.0,0.25,Happy,13,2
4151,nice,5,1.0,0.0,0.0,Happy,4,1
4152,good qualiti shuttl  best indoor nylon shuttl,5,0.587,0.0,0.413,Happy,45,7
4153,nice,4,1.0,0.0,0.0,Unhappy,4,1
4154,good,4,1.0,0.0,0.0,Unhappy,4,1
4155,great,5,1.0,0.0,0.0,Happy,5,1
4156,good one outdoor play also indoor play good shuttl play confus   differ,4,0.65,0.0,0.35,Unhappy,71,12
4157,good qualiti,4,0.744,0.0,0.256,Unhappy,12,2
4158,good,4,1.0,0.0,0.0,Unhappy,4,1
4159,best shuttl use life,5,0.583,0.0,0.417,Happy,20,4
4160,super,5,1.0,0.0,0.0,Happy,5,1
4161,good,5,1.0,0.0,0.0,Happy,4,1
4162,good qualiti,4,0.744,0.0,0.256,Unhappy,12,2
4163,ty flipkart got genuin product,5,0.394,0.0,0.606,Happy,30,5
4164,bad,3,0.0,1.0,0.0,Unhappy,3,1
4165,originaldummi item  purchas,1,0.0,0.0,1.0,Unhappy,27,3
4166,bestfor beggin middl class playerpack goodi shock aboutdelieveryflipkart deleiv within  hoursamaz quick servic flipkartfor delieveri ,5,0.0,0.157,0.843,Happy,133,15
4167,good,5,1.0,0.0,0.0,Happy,4,1
4168,nice,4,1.0,0.0,0.0,Unhappy,4,1
4169,super,4,1.0,0.0,0.0,Unhappy,5,1
4170,good,5,1.0,0.0,0.0,Happy,4,1
4171,deliveri time qualiti match yonex  trustworthi origin,3,0.0,0.0,1.0,Unhappy,53,7
4172,best price excel qualiti,4,0.783,0.0,0.217,Unhappy,24,4
4173,nice one buy think even twice,5,0.359,0.0,0.641,Happy,29,6
4174,indoor,1,0.0,0.0,1.0,Unhappy,6,1
4175,long last good trajectori well balanc shuttl must buy product,4,0.385,0.0,0.615,Unhappy,61,10
4176,nice,5,1.0,0.0,0.0,Happy,4,1
4177,super qualiti,5,0.796,0.0,0.204,Happy,13,2
4178,valu money   star,5,0.0,0.0,1.0,Happy,17,3
4179,good product,5,0.744,0.0,0.256,Happy,12,2
4180,nice,5,1.0,0.0,0.0,Happy,4,1
4181,good,1,1.0,0.0,0.0,Unhappy,4,1
4182,good product reason price,4,0.492,0.0,0.508,Unhappy,25,4
4183,superb,5,1.0,0.0,0.0,Happy,6,1
4184,nice product,4,0.737,0.0,0.263,Unhappy,12,2
4185,good product,4,0.744,0.0,0.256,Unhappy,12,2
4186,best qualiti,4,0.808,0.0,0.192,Unhappy,12,2
4187,great outdoor play,5,0.867,0.0,0.133,Happy,18,3
4188,good,5,1.0,0.0,0.0,Happy,4,1
4189,perfect,3,1.0,0.0,0.0,Unhappy,7,1
4190,perfect,5,1.0,0.0,0.0,Happy,7,1
4191,best budget,4,0.808,0.0,0.192,Unhappy,11,2
4192,nice product happi product ,5,0.483,0.0,0.517,Happy,27,4
4193,good qualiti,5,0.744,0.0,0.256,Happy,12,2
4194,good,5,1.0,0.0,0.0,Happy,4,1
4195,super,5,1.0,0.0,0.0,Happy,5,1
4196,bad pake bad,1,0.0,0.875,0.125,Unhappy,12,3
4197,good shuttl time upper lower part get  differ,4,0.261,0.198,0.541,Unhappy,45,8
4198,qualiti issu,1,0.0,0.0,1.0,Unhappy,12,2
4199,best money weight like hold pen deliveri fast,5,0.528,0.0,0.472,Happy,45,8
4200,good,4,1.0,0.0,0.0,Unhappy,4,1
4201,awesom,5,0.0,0.0,1.0,Happy,6,1
4202,good product,4,0.744,0.0,0.256,Unhappy,12,2
4203,good,4,1.0,0.0,0.0,Unhappy,4,1
4204,valu money,4,0.0,0.0,1.0,Unhappy,10,2
4205,old stoke,1,0.0,0.0,1.0,Unhappy,9,2
4206,good,4,1.0,0.0,0.0,Unhappy,4,1
4207,ok,4,1.0,0.0,0.0,Unhappy,2,1
4208,good,5,1.0,0.0,0.0,Happy,4,1
4209,super,4,1.0,0.0,0.0,Unhappy,5,1
4210,awesom producta expectedgreat shuttl speed durabilitymust buy,5,0.0,0.0,1.0,Happy,61,7
4211,best level player,5,0.677,0.0,0.323,Happy,17,3
4212,good,5,1.0,0.0,0.0,Happy,4,1
4213,good product,5,0.744,0.0,0.256,Happy,12,2
4214,great like,5,1.0,0.0,0.0,Happy,10,2
4215,nic product,5,0.0,0.0,1.0,Happy,11,2
4216,good one,5,0.744,0.0,0.256,Happy,8,2
4217,xcellent product,5,0.0,0.0,1.0,Happy,16,2
4218,beginn intermedi player use effect good play condit,5,0.469,0.0,0.531,Happy,51,8
4219,best product h maja aa gya,5,0.512,0.0,0.488,Happy,26,6
4220,good qualiti,5,0.744,0.0,0.256,Happy,12,2
4221,best market,4,0.808,0.0,0.192,Unhappy,11,2
4222,happi,5,0.0,0.0,1.0,Happy,5,1
4223,nice one,5,0.737,0.0,0.263,Happy,8,2
4224,worst  item old stock,1,0.0,0.577,0.423,Unhappy,21,4
4225,good,5,1.0,0.0,0.0,Happy,4,1
4226,nice product,4,0.737,0.0,0.263,Unhappy,12,2
4227,nice,4,1.0,0.0,0.0,Unhappy,4,1
4228,cork wast buy thisi bought  time cork worstbrok ,3,0.0,0.0,1.0,Unhappy,48,8
4229,nice one,5,0.737,0.0,0.263,Happy,8,2
4230,excel,5,1.0,0.0,0.0,Happy,5,1
4231,averag,5,0.0,0.0,1.0,Happy,6,1
4232,nice shuttl,5,0.737,0.0,0.263,Happy,11,2
4233,best,4,1.0,0.0,0.0,Unhappy,4,1
4234,good qualiti shuttl,4,0.592,0.0,0.408,Unhappy,19,3
4235,poor qualiti,1,0.0,0.756,0.244,Unhappy,12,2
4236,satisfi qualiti,5,0.0,0.0,1.0,Happy,15,2
4237,nice product,5,0.737,0.0,0.263,Happy,12,2
4238,difficult find genuin shuttl day order shuttl seller past year almost shuttl receiv till date good speed badminton lover may feel annoy shuttl box differ speedshappi smash,5,0.191,0.154,0.655,Happy,171,27
4239,super ,4,1.0,0.0,0.0,Unhappy,6,1
4240,good,4,1.0,0.0,0.0,Unhappy,4,1
4241,nice,5,1.0,0.0,0.0,Happy,4,1
4242,good beginn although play feather good fast enough,4,0.621,0.0,0.379,Unhappy,50,8
4243,old stock shuttl got damag easili,1,0.0,0.0,1.0,Unhappy,33,6
4244,super qualiti,5,0.796,0.0,0.204,Happy,13,2
4245,best,4,1.0,0.0,0.0,Unhappy,4,1
4246,awesom guinin product,4,0.0,0.0,1.0,Unhappy,21,3
4247,good,5,1.0,0.0,0.0,Happy,4,1
4248,word sayalway best,5,0.677,0.0,0.323,Happy,18,3
4249,qualiti medium,2,0.0,0.0,1.0,Unhappy,14,2
4250,nice,5,1.0,0.0,0.0,Happy,4,1
4251,excel,4,1.0,0.0,0.0,Unhappy,5,1
4252,use practic,5,0.0,0.0,1.0,Happy,11,2
4253,fabul product ,5,0.0,0.0,1.0,Happy,14,2
4254,much long lastinga must buy productful paisa vasool product,4,0.0,0.0,1.0,Unhappy,59,9
4255,awesom  usual,4,0.0,0.0,1.0,Unhappy,13,2
4256,best yonex,5,0.808,0.0,0.192,Happy,10,2
4257,good product genuin,5,0.592,0.0,0.408,Happy,19,3
4258,qualiti good,1,0.744,0.0,0.256,Unhappy,12,2
4259,nice,5,1.0,0.0,0.0,Happy,4,1
4260,someth wrong shuttl shape chang one two set play buy,2,0.178,0.23,0.593,Unhappy,52,10
4261,best class,5,0.808,0.0,0.192,Happy,10,2
4262,origin product,5,0.0,0.0,1.0,Happy,14,2
4263,good product,5,0.744,0.0,0.256,Happy,12,2
4264,super,5,1.0,0.0,0.0,Happy,5,1
4265,deliv time nice product,5,0.483,0.0,0.517,Happy,23,4
4266,goodus one week,5,0.0,0.0,1.0,Happy,15,3
4267,genuin product verifi use scratch code show origin qualiti also expect,5,0.0,0.0,1.0,Happy,70,11
4268,deliveri quickag behaviour good well,5,0.625,0.0,0.375,Happy,36,5
4269,superb,5,1.0,0.0,0.0,Happy,6,1
4270,cheaper market origin,5,0.0,0.0,1.0,Happy,21,3
4271,nice product,5,0.737,0.0,0.263,Happy,12,2
4272,vvvvvv good,5,0.744,0.0,0.256,Happy,11,2
4273,good,5,1.0,0.0,0.0,Happy,4,1
4274,good product,3,0.744,0.0,0.256,Unhappy,12,2
4275,excel purchas,5,0.75,0.0,0.25,Happy,13,2
4276,good,4,1.0,0.0,0.0,Unhappy,4,1
4277,nice qualiti,5,0.737,0.0,0.263,Happy,12,2
4278,nice durabl must go,5,0.483,0.0,0.517,Happy,19,4
4279,good qualitysuperv life,5,0.592,0.0,0.408,Happy,23,3
4280,good product worth,4,0.828,0.0,0.172,Unhappy,18,3
4281,perfect,5,1.0,0.0,0.0,Happy,7,1
4282,varri good,5,0.744,0.0,0.256,Happy,10,2
4283,good,5,1.0,0.0,0.0,Happy,4,1
4284,good,3,1.0,0.0,0.0,Unhappy,4,1
4285,awesom,5,0.0,0.0,1.0,Happy,6,1
4286,fine,5,1.0,0.0,0.0,Happy,4,1
4287,good product,5,0.744,0.0,0.256,Happy,12,2
4288,good,3,1.0,0.0,0.0,Unhappy,4,1
4289,good product,5,0.744,0.0,0.256,Happy,12,2
4290,good durabl product,4,0.592,0.0,0.408,Unhappy,19,3
4291,good product,5,0.744,0.0,0.256,Happy,12,2
4292,good,5,1.0,0.0,0.0,Happy,4,1
4293,best outdoor play good ,5,0.905,0.0,0.095,Happy,23,4
4294,good,4,1.0,0.0,0.0,Unhappy,4,1
4295,osm product,5,0.0,0.0,1.0,Happy,11,2
4296,nice product well experi flipkart thank flipkart,4,0.649,0.0,0.351,Unhappy,48,7
4297,good,5,1.0,0.0,0.0,Happy,4,1
4298,good deliveri servic,5,0.592,0.0,0.408,Happy,20,3
4299,nice product love,5,0.875,0.0,0.125,Happy,17,3
4300,good time,5,0.744,0.0,0.256,Happy,9,2
4301,nice accord price money,5,0.483,0.0,0.517,Happy,23,4
4302,good,5,1.0,0.0,0.0,Happy,4,1
4303,good durabl,3,0.744,0.0,0.256,Unhappy,11,2
4304,excel product,5,0.75,0.0,0.25,Happy,13,2
4305,nice,5,1.0,0.0,0.0,Happy,4,1
4306,deliv time happi deliveri servic,5,0.0,0.0,1.0,Happy,32,5
4307,good product time stabil increas becom perfect product,4,0.524,0.0,0.476,Unhappy,54,8
4308,authent,5,0.0,0.0,1.0,Happy,7,1
4309,valu money,5,0.0,0.0,1.0,Happy,10,2
4310,good,4,1.0,0.0,0.0,Unhappy,4,1
4311,good product,4,0.744,0.0,0.256,Unhappy,12,2
4312,fine,5,1.0,0.0,0.0,Happy,4,1
4313,awesom,5,0.0,0.0,1.0,Happy,6,1
4314,nice,5,1.0,0.0,0.0,Happy,4,1
4315,great product durabl qualiti also good compar local market,5,0.5,0.0,0.5,Happy,58,9
4316,qualiti upto,3,0.0,0.0,1.0,Unhappy,12,2
4317,bad,2,0.0,1.0,0.0,Unhappy,3,1
4318,awesom,5,0.0,0.0,1.0,Happy,6,1
4319,good,4,1.0,0.0,0.0,Unhappy,4,1
4320,best product,5,0.808,0.0,0.192,Happy,12,2
4321,last got although late due lock deliveri man mr jp good soft behav person thank jp,5,0.429,0.0,0.571,Happy,82,16
4322,better shuttl anoth shuttl,4,0.492,0.0,0.508,Unhappy,26,4
4323,super,5,1.0,0.0,0.0,Happy,5,1
4324,great,4,1.0,0.0,0.0,Unhappy,5,1
4325,awesom product trust worth everi penni spend durabl heavi enough retain form even long day play,5,0.369,0.0,0.631,Happy,95,16
4326,good product,4,0.744,0.0,0.256,Unhappy,12,2
4327,good product good price outsid marketmain lockdown,5,0.537,0.0,0.463,Happy,50,7
4328,nice,5,1.0,0.0,0.0,Happy,4,1
4329,ok,3,1.0,0.0,0.0,Unhappy,2,1
4330,good product,5,0.744,0.0,0.256,Happy,12,2
4331, qualiti,1,0.0,0.0,1.0,Unhappy,8,1
4332,ya good,4,0.744,0.0,0.256,Unhappy,7,2
4333,okay,2,1.0,0.0,0.0,Unhappy,4,1
4334,worst,1,0.0,1.0,0.0,Unhappy,5,1
4335,except shuttl good outdoor perform ie natur wind outsid good aerodynam anfd flighttrust yonex  rough tough,5,0.286,0.074,0.64,Happy,106,16
4336,awesom shuttl durabl,5,0.0,0.0,1.0,Happy,20,3
4337,nice,5,1.0,0.0,0.0,Happy,4,1
4338,good,4,1.0,0.0,0.0,Unhappy,4,1
4339,good,5,1.0,0.0,0.0,Happy,4,1
4340,quick deliveri good deliveri person  nice qualiti go ,4,0.487,0.0,0.513,Unhappy,53,8
4341,usual,5,0.0,0.0,1.0,Happy,5,1
4342,good,5,1.0,0.0,0.0,Happy,4,1
4343,felt like origin,2,0.556,0.0,0.444,Unhappy,16,3
4344,best shuttl good product best qualiti fastest deliveri  day deliv next day,5,0.557,0.0,0.443,Happy,74,12
4345,good qualiti shuttl one shuttl goe week,5,0.326,0.0,0.674,Happy,39,7
4346,good produvt,4,0.744,0.0,0.256,Unhappy,12,2
4347,good onlin product pictur clarif must necessari,4,0.326,0.0,0.674,Unhappy,47,7
4348,genuin product,4,0.0,0.0,1.0,Unhappy,14,2
4349,fabul  go,3,0.0,0.0,1.0,Unhappy,9,2
4350, awesom,5,0.0,0.0,1.0,Happy,7,1
4351,nice product,4,0.737,0.0,0.263,Unhappy,12,2
4352,perfect indoor,5,0.787,0.0,0.213,Happy,14,2
4353,owsom product best rang,5,0.583,0.0,0.417,Happy,23,4
4354,excel product,5,0.75,0.0,0.25,Happy,13,2
4355,better life use perfect play,4,0.818,0.0,0.182,Unhappy,28,5
4356,awesom,5,0.0,0.0,1.0,Happy,6,1
4357,one shuttl medium qualiti four shuttl great search scratch code sunrisetnt websit found genuinen,4,0.24,0.0,0.76,Unhappy,96,14
4358,nice,5,1.0,0.0,0.0,Happy,4,1
4359,deliveri fast origin product,5,0.0,0.0,1.0,Happy,28,4
4360,nice,4,1.0,0.0,0.0,Unhappy,4,1
4361,superb origin order doubt whether would get right product open understood origin play high satisfi thank,5,0.383,0.106,0.511,Happy,104,16
4362,good,5,1.0,0.0,0.0,Happy,4,1
4363,good product,5,0.744,0.0,0.256,Happy,12,2
4364,origin product,5,0.0,0.0,1.0,Happy,14,2
4365,nice,5,1.0,0.0,0.0,Happy,4,1
4366,good,5,1.0,0.0,0.0,Happy,4,1
4367,nice ,5,1.0,0.0,0.0,Happy,5,1
4368,nice,5,1.0,0.0,0.0,Happy,4,1
4369,superb origin qualiti,5,0.672,0.0,0.328,Happy,21,3
4370,worth money,5,0.655,0.0,0.345,Happy,11,2
4371,worth price less,5,0.487,0.0,0.513,Happy,16,3
4372,nice,5,1.0,0.0,0.0,Happy,4,1
4373,excel,5,1.0,0.0,0.0,Happy,5,1
4374,excel,5,1.0,0.0,0.0,Happy,5,1
4375,nice product,5,0.737,0.0,0.263,Happy,12,2
4376,best experi,5,0.808,0.0,0.192,Happy,11,2
4377,bad repeat order send cheap qualiti shattel,5,0.0,0.368,0.632,Happy,43,7
4378,excel,5,1.0,0.0,0.0,Happy,5,1
4379,good,5,1.0,0.0,0.0,Happy,4,1
4380,good qualiti,3,0.744,0.0,0.256,Unhappy,12,2
4381,bad,2,0.0,1.0,0.0,Unhappy,3,1
4382,cheapest rate ever best outdoor cork,5,0.457,0.0,0.543,Happy,36,6
4383,nice product  special good choic smash,5,0.737,0.0,0.263,Happy,38,6
4384,super,5,1.0,0.0,0.0,Happy,5,1
4385,qualiti ok cost product high,1,0.355,0.0,0.645,Unhappy,28,5
4386,best shuttl play outsid ,4,0.767,0.0,0.233,Unhappy,24,4
4387,nice,5,1.0,0.0,0.0,Happy,4,1
4388,bad,5,0.0,1.0,0.0,Happy,3,1
4389,good product,5,0.744,0.0,0.256,Happy,12,2
4390,nice,4,1.0,0.0,0.0,Unhappy,4,1
4391,good qualiti,1,0.744,0.0,0.256,Unhappy,12,2
4392,good,3,1.0,0.0,0.0,Unhappy,4,1
4393,regular play mavi  durabl good cost effect last   game,4,0.431,0.0,0.569,Unhappy,54,9
4394,weight quit hightthough written slowit quit fast good,5,0.293,0.0,0.707,Happy,53,8
4395,perfect thank product,5,0.861,0.0,0.139,Happy,21,3
4396,good,3,1.0,0.0,0.0,Unhappy,4,1
4397,best smash,5,0.808,0.0,0.192,Happy,10,2
4398,super,5,1.0,0.0,0.0,Happy,5,1
4399,nice product ,4,0.737,0.0,0.263,Unhappy,13,2
4400,nice,3,1.0,0.0,0.0,Unhappy,4,1
4401,qualiti good like origin one,3,0.643,0.0,0.357,Unhappy,28,5
4402,nice product biggin,5,0.583,0.0,0.417,Happy,19,3
4403,good poduct,5,0.744,0.0,0.256,Happy,11,2
4404,good,5,1.0,0.0,0.0,Happy,4,1
4405,awesom,5,0.0,0.0,1.0,Happy,6,1
4406, good,5,1.0,0.0,0.0,Happy,5,1
4407,origin  nice product,5,0.583,0.0,0.417,Happy,20,3
4408,good product,5,0.744,0.0,0.256,Happy,12,2
4409,nice,4,1.0,0.0,0.0,Unhappy,4,1
4410,littl slow overal good,4,0.492,0.0,0.508,Unhappy,22,4
4411,nice,5,1.0,0.0,0.0,Happy,4,1
4412,good product deliveri late,4,0.492,0.0,0.508,Unhappy,26,4
4413,shuttl good,5,0.744,0.0,0.256,Happy,11,2
4414,origin product thank flip card,4,0.385,0.0,0.615,Unhappy,30,5
4415,excel work flipkart,5,0.6,0.0,0.4,Happy,19,3
4416,good,5,1.0,0.0,0.0,Happy,4,1
4417,move quick better experi mavi ,2,0.42,0.0,0.58,Unhappy,30,5
4418,ok,5,1.0,0.0,0.0,Happy,2,1
4419,fine,5,1.0,0.0,0.0,Happy,4,1
4420,good product flipkart thank faster deliveri,5,0.574,0.0,0.426,Happy,43,6
4421,nice qualiti,5,0.737,0.0,0.263,Happy,12,2
4422,good,4,1.0,0.0,0.0,Unhappy,4,1
4423,good,5,1.0,0.0,0.0,Happy,4,1
4424,good product,3,0.744,0.0,0.256,Unhappy,12,2
4425,good,4,1.0,0.0,0.0,Unhappy,4,1
4426,nice ,5,1.0,0.0,0.0,Happy,5,1
4427,excel,5,1.0,0.0,0.0,Happy,5,1
4428,awesom product high durabl,5,0.0,0.0,1.0,Happy,26,4
4429,nice product  better price,5,0.74,0.0,0.26,Happy,26,4
4430,nice product good perform,5,0.74,0.0,0.26,Happy,25,4
4431,good,5,1.0,0.0,0.0,Happy,4,1
4432,good one,5,0.744,0.0,0.256,Happy,8,2
4433,good product,5,0.744,0.0,0.256,Happy,12,2
4434,good,4,1.0,0.0,0.0,Unhappy,4,1
4435,nicee,5,0.0,0.0,1.0,Happy,5,1
4436,good shuttl,4,0.744,0.0,0.256,Unhappy,11,2
4437,good one,5,0.744,0.0,0.256,Happy,8,2
4438,nice,5,1.0,0.0,0.0,Happy,4,1
4439,begin like shuttlesi happi buy,5,0.385,0.0,0.615,Happy,30,5
4440,super,5,1.0,0.0,0.0,Happy,5,1
4441,think peopl know product play badminton need tell product,5,0.231,0.0,0.769,Happy,57,9
4442,good,5,1.0,0.0,0.0,Happy,4,1
4443,good qualiti reason price,4,0.492,0.0,0.508,Unhappy,25,4
4444,great one,5,0.804,0.0,0.196,Happy,9,2
4445,good,3,1.0,0.0,0.0,Unhappy,4,1
4446,good qualiti origin shuttl,5,0.492,0.0,0.508,Happy,26,4
4447,great product,4,0.804,0.0,0.196,Unhappy,13,2
4448,nice,4,1.0,0.0,0.0,Unhappy,4,1
4449,origin brand,5,0.0,0.0,1.0,Happy,12,2
4450,awesom,5,0.0,0.0,1.0,Happy,6,1
4451,nice one,5,0.737,0.0,0.263,Happy,8,2
4452,best play experi shuttl corkit amaz product,5,0.569,0.0,0.431,Happy,43,7
4453,need,5,0.0,0.0,1.0,Happy,4,1
4454,soo nice l like play indoor,5,0.794,0.0,0.206,Happy,27,6
4455,good,3,1.0,0.0,0.0,Unhappy,4,1
4456,ok,5,1.0,0.0,0.0,Happy,2,1
4457,deliveri time safeti precaut follow deliveri man,5,0.0,0.0,1.0,Happy,48,7
4458,excel,4,1.0,0.0,0.0,Unhappy,5,1
4459,could bit heavier,3,0.0,0.0,1.0,Unhappy,17,3
4460,excel product flipkart,5,0.6,0.0,0.4,Happy,22,3
4461,nice shuttl  must buy  better brand,4,0.588,0.0,0.412,Unhappy,35,6
4462,nice,5,1.0,0.0,0.0,Happy,4,1
4463,nic product,5,0.0,0.0,1.0,Happy,11,2
4464,good,5,1.0,0.0,0.0,Happy,4,1
4465,super,5,1.0,0.0,0.0,Happy,5,1
4466,good,5,1.0,0.0,0.0,Happy,4,1
4467,good,5,1.0,0.0,0.0,Happy,4,1
4468,nice product,4,0.737,0.0,0.263,Unhappy,12,2
4469,nice product,5,0.737,0.0,0.263,Happy,12,2
4470,valuabl price lockdown time,5,0.0,0.0,1.0,Happy,27,4
4471,averag,3,0.0,0.0,1.0,Unhappy,6,1
4472,one shuttl  day,3,0.0,0.0,1.0,Unhappy,15,3
4473,superb product,5,0.804,0.0,0.196,Happy,14,2
4474,good,4,1.0,0.0,0.0,Unhappy,4,1
4475,averag,3,0.0,0.0,1.0,Unhappy,6,1
4476,nice,5,1.0,0.0,0.0,Happy,4,1
4477,good,3,1.0,0.0,0.0,Unhappy,4,1
4478,good,4,1.0,0.0,0.0,Unhappy,4,1
4479,must buyyy,5,0.0,0.0,1.0,Happy,10,2
4480,good product,5,0.744,0.0,0.256,Happy,12,2
4481,good product,5,0.744,0.0,0.256,Happy,12,2
4482,nice product,5,0.737,0.0,0.263,Happy,12,2
4483,super fast deliveri thanku pruthvi deliveri boy,5,0.394,0.0,0.606,Happy,47,7
4484,good hard,1,0.674,0.326,0.0,Unhappy,9,2
4485,super realli amaz,5,0.661,0.0,0.339,Happy,17,3
4486,good product play daili  hrs shuttl come week atleast,5,0.431,0.0,0.569,Happy,53,9
4487,nice use mavi  anoth level feel differ use,5,0.286,0.0,0.714,Happy,42,8
4488,best busi,5,0.808,0.0,0.192,Happy,9,2
4489,good shuttl felt like bit expens sport shop,5,0.474,0.0,0.526,Happy,43,8
4490,nice perfect shot  qualiti product,4,0.684,0.0,0.316,Unhappy,34,5
4491,good,5,1.0,0.0,0.0,Happy,4,1
4492,long last play  day product damag disappoint product,2,0.216,0.243,0.541,Unhappy,52,8
4493,valu money,5,0.0,0.0,1.0,Happy,10,2
4494,averag,1,0.0,0.0,1.0,Unhappy,6,1
4495,awsom,5,0.0,0.0,1.0,Happy,5,1
4496,mark,3,0.0,0.0,1.0,Unhappy,4,1
4497,good,3,1.0,0.0,0.0,Unhappy,4,1
4498,good,5,1.0,0.0,0.0,Happy,4,1
4499,product qualiti good,1,0.592,0.0,0.408,Unhappy,20,3
4500,break  set,3,0.0,0.0,1.0,Unhappy,10,2
4501,best outder,4,0.808,0.0,0.192,Unhappy,11,2
4502,bad,2,0.0,1.0,0.0,Unhappy,3,1
4503,nic product,5,0.0,0.0,1.0,Happy,11,2
4504,good product servic good,3,0.744,0.0,0.256,Unhappy,24,4
4505,good product,5,0.744,0.0,0.256,Happy,12,2
4506,bad qualiti last  game base shuttl separ automat play hear fulli disappoint qualiti product,1,0.122,0.316,0.561,Unhappy,91,14
4507,nice one,5,0.737,0.0,0.263,Happy,8,2
4508,nice,4,1.0,0.0,0.0,Unhappy,4,1
4509,fast deliverysuperb,5,0.0,0.0,1.0,Happy,19,2
4510,better mavi  ,4,0.744,0.0,0.256,Unhappy,13,2
